name,gender,birthday,entrance,graduation,location,company,job,phone,email,wechat,
DengJuan,male,19980628,2015,2018,shijiazhuang,alibaba,anaylst,13318195714,plc3k7@ask.com,zhb5gg2e,
MengXuan,female,19971001,2015,2018,fuzhou,xdf,trader,15573382273,p9we@gmail.com,b4z9xb6bu,
DengYun,female,19980213,2015,2011,qingdao,baidu,officer,15777761752,943szv@live.com,jlenmlxmy,
QuanHaoyu,male,19980320,2015,2018,zhengzhou,meituan,manager,15336242980,4c6i@outlook.com,dffqo71uj,
WuYichen,female,19970724,2016,2011,hongkong,meituan,engineer,15754161677,nedod@outlook.com,hlxge82k,
LiLin,male,19981212,2016,2019,fuzhou,adobe,designer,13181364700,i42s4@sina.com,usk8tz5ig,
LiZimo,female,19981112,2015,2019,qingdao,microsoft,anaylst,13243141368,akn@ask.com,scwgndq1d,
LiRui,female,19980223,2016,2018,hongkong,adobe,editor,13776643567,dpzqh@sina.com,fkqb8stpil5,
MaoXiaoming,male,19980424,2015,2019,nanjing,baidu,editor,15912400826,qy2@yahoo.com,we1s6xk85,
PangYuxuan,female,19981214,2017,2011,hongkong,microsoft,engineer,13415949065,ynfrq2@163.com,k4yj84wt,
MaYuze,female,19980719,2015,2019,taiyuan,apple,engineer,13533797356,4ydq@sohu.com,in6408ow9h,
YingYi,male,19980503,2017,2019,nanjing,xdf,designer,15008445757,3qeh8@126.net,qq7aj4x0,
GuXiaohua,male,19980924,2017,2018,fuzhou,alibaba,anaylst,13410044577,yabwx8@aol.com,258lsxxx,
WuRanran,male,19970123,2016,2018,zhengzhou,meituan,designer,15842165300,oj19@sohu.com,mhxd87soam4,
CaoDawei,male,19981225,2015,2019,shanghai,apple,anaylst,13859389138,42av@aol.com,sw2c5i260,
WuHua,male,19971220,2015,2011,guangzhou,apple,developer,15955186666,94fu4tc@126.net,bw1ts7j4nk,
HuaYuxuan,male,19970215,2016,2011,hangzhou,google,manager,15101812149,ofoiqg@outlook.com,mbt9bs02v,
LinXingchen,male,19980613,2017,2011,beijing,meituan,manager,15758698465,s0vzw@live.com,eh2gf7b39oh,
LvRui,male,19980121,2016,2018,xiamen,google,engineer,15689560005,p6cq0@hotmail.com,5k1ma98i15e,
ShenJun,male,19970810,2016,2019,xiamen,microsoft,officer,13980649459,3q792@live.com,rjzz5cqv2,
LiXiaotong,male,19980213,2017,2018,shanghai,adobe,designer,15505325758,azwhp0t@qq.com,g684tqil0,
WangRanran,male,19971212,2016,2019,shanghai,alibaba,officer,15005444478,ox0twb@msn.com,q0jrqcduna76,
WuHui,male,19971015,2015,2018,guangzhou,tencent,manager,13627668722,as2kapv@yahoo.com,9mhkpul2zxs7,
AiXiaofeng,male,19980611,2015,2018,hongkong,meituan,trader,15743647945,pq2xn79@msn.com,y859fga9,
ZhugeLiyao,female,19980619,2017,2011,hongkong,google,officer,15229799374,pg4v@126.net,9d2azrghs9,
XiahouXiaohua,male,19971204,2016,2019,xiamen,google,manager,13984813772,n0p@hotmail.com,ugn23op2hfk8,
JiangYouran,female,19971120,2017,2019,shijiazhuang,microsoft,officer,13171624334,88w@ask.com,r642tjeuzy6s,
FengXiu,male,19980212,2015,2011,fuzhou,microsoft,officer,13676654580,cw7a4x@qq.com,tll8j01jp6,
SunDawei,female,19980628,2016,2011,nanjing,meituan,editor,13819389792,uuq@gmail.com,aooginoih,
DengBao,female,19980412,2017,2019,zhengzhou,microsoft,officer,13530252865,52j5@ask.com,vfoyn8zgy,
BaoBao,female,19970623,2016,2019,hongkong,adobe,engineer,15026067869,hag7@hotmail.com,obppvmm7z,
XuZirui,female,19970413,2016,2019,guangzhou,microsoft,designer,13135147943,zx8d@gmail.com,urgr14o476om,
JiangHaoran,female,19981218,2016,2018,fuzhou,google,trader,15339903769,l3l@yahoo.com,7qra9l7p,
FengYouran,female,19980904,2016,2011,hangzhou,meituan,editor,13386065983,urv@ask.com,hdd45zul7,
FengYing,female,19970622,2016,2018,hongkong,google,officer,13767698278,stx4nq@live.com,jugurobw5v,
ZhengShiqi,male,19971116,2016,2018,shanghai,baidu,anaylst,15904026076,cok9le5@163.com,5goj27bkb1f7,
NiuJuan,female,19970428,2015,2019,guangzhou,douyin,manager,15809364033,wo0h@163.com,wa99rxldj,
LvShiqi,male,19980105,2017,2019,nanjing,adobe,manager,13340361825,v8p4c@yahoo.com,b80k7kzgzlo,
JiangKexin,male,19970307,2016,2011,xiamen,baidu,designer,15014727859,eq1@qq.com,cv73k2d0pf,
BaoLiang,male,19980605,2017,2011,shijiazhuang,tencent,anaylst,13936937153,ih08@sohu.com,1ju7474sfe2,
ChengQiang,male,19970813,2016,2011,beijing,apple,anaylst,15747133677,916@126.net,nv5vfmuo,
GuBao,male,19970322,2016,2019,shanghai,alibaba,officer,13199905379,vjnya5u@outlook.com,f87v95h97b,
LuQiang,male,19970812,2017,2019,fuzhou,baidu,officer,15225504475,1uhz@outlook.com,xys1ezmyiwfm,
YangLin,male,19970523,2016,2018,guangzhou,baidu,officer,15298210155,4pzzqer@gmail.com,hyqcjge8xxl,
LiuZeyu,male,19980505,2015,2011,nanjing,apple,designer,15759656912,23ul7@live.com,d9lir8ih7,
ShenKexin,male,19980914,2015,2011,beijing,baidu,editor,13435518191,3msepd@163.com,p8tgl1u1t5et,
LvYuchen,male,19980603,2016,2011,qingdao,meituan,designer,15158058284,obyhrf@ask.com,opg3zhcaxpc7,
CaoXinran,female,19970912,2015,2011,shijiazhuang,tencent,designer,15221516243,nibufz@yahoo.com,fp60l78e,
WangXinyi,female,19980427,2015,2011,hangzhou,baidu,designer,13329752719,zpx@sohu.com,cp49qj22lpl,
ZhouYuchen,female,19970403,2017,2018,nanchang,adobe,manager,15014584759,2awd5@aol.com,oicjq60bym1,
AiHua,female,19970428,2016,2011,qingdao,baidu,engineer,13225987659,w3wfa@live.com,9uh32b7xm8b5,
MaZirui,female,19981105,2016,2011,zhengzhou,adobe,officer,15368143350,jc745@live.com,fcif4euv8xx,
YingXingchen,female,19981210,2017,2019,zhengzhou,meituan,anaylst,15532377227,60kofq@aol.com,rkxpifqfoh4u,
MengZichen,female,19970118,2017,2019,zhengzhou,apple,designer,15152102528,52n@outlook.com,k5dli7xu8ue,
BaoYouran,male,19970725,2016,2019,hongkong,microsoft,editor,13700338120,gj9x@hotmail.com,fkiqrhy5nuv,
ChenYutong,female,19981015,2017,2018,qingdao,xdf,engineer,13104635676,6e51tzu@qq.com,5oyfnah5,
CaoHui,male,19980114,2015,2018,zhengzhou,tencent,developer,13742104645,1kr8@ask.com,30ikal086,
CaoTianyu,female,19980413,2016,2018,xiamen,adobe,anaylst,13444983896,fhy9@126.net,czn07c709,
ZhenghongHaishan,female,19971203,2016,2011,beijing,baidu,designer,15113414034,12x@hotmail.com,2zzmcdiou,
PangYing,female,19980623,2017,2011,hongkong,tencent,anaylst,13524139067,0muyj3@sina.com,rc0a8x3enix,
GuiXiaoyi,female,19970704,2016,2019,fuzhou,google,trader,13287709881,f3z2@outlook.com,3u3ly69m,
FengYuhan,male,19971216,2015,2018,hangzhou,xdf,editor,13363784316,z0z6oj@sohu.com,4msug4ho8g,
CaoHua,female,19970210,2015,2011,shanghai,alibaba,engineer,15553146834,0ner@msn.com,rpquwnhrv,
ChenYuze,male,19970615,2016,2011,nanjing,google,trader,15936517903,sxd59we@yahoo.com,6bixe634y09,
ShenYuze,male,19980213,2015,2019,qingdao,microsoft,trader,13442961701,c5o@live.com,hu1o86apxz,
YuYing,female,19980905,2017,2011,hongkong,xdf,manager,13671717511,2gzd26f@yahoo.com,4gchs1jz90t,
HanYutong,female,19971109,2016,2011,shanghai,tencent,manager,15853019596,apteq0@sohu.com,1z2wq8dnbii,
GuHaoyu,female,19970115,2015,2011,nanchang,tencent,manager,15509243302,z9b@sohu.com,x59tjco94up,
CaoYuxin,female,19980109,2015,2019,shanghai,alibaba,trader,13020877903,mfpav@gmail.com,279y10yqx,
XuXuan,male,19970619,2016,2019,qingdao,adobe,trader,15752628018,5nmcv4e@gmail.com,m5km1xuaer9,
LvLei,female,19970227,2017,2019,hangzhou,microsoft,officer,15650514216,9qvk0lj@sina.com,f9r190dm,
GuiZirui,male,19971107,2017,2011,nanjing,baidu,anaylst,15201516271,1qsr@sina.com,x230herg,
ZhugeJuan,female,19980314,2017,2019,zhengzhou,alibaba,engineer,13753386150,g7691v6@hotmail.com,au346xq5,
GuiTianyu,male,19970108,2017,2011,hangzhou,baidu,developer,15073440576,lahoe3z@live.com,uuez0kmetqq,
NiuYuchen,female,19980123,2015,2011,fuzhou,meituan,officer,13313862266,ca9s5@gmail.com,91d0vai2ncdn,
HuaRui,male,19970925,2017,2018,hongkong,meituan,engineer,15172661557,r1to@qq.com,5pdegtxubqv3,
XiahouYuze,male,19970119,2017,2011,fuzhou,douyin,designer,13821265578,g6nm98@outlook.com,1s834e1s,
CaoZimo,female,19970906,2015,2018,shijiazhuang,alibaba,developer,13537893926,a2x6@hotmail.com,rorsvi8z5s6,
JiangYing,male,19980920,2015,2018,fuzhou,douyin,trader,13164294940,qv28cc@sina.com,bqruieltk4k,
JiangXiaofeng,female,19980615,2017,2011,taiyuan,xdf,engineer,13276326890,021ec@163.com,kfkoutdt,
ShenXingchen,female,19980920,2016,2019,guangzhou,meituan,manager,15268081994,jn1tvr@qq.com,u9vk5egy,
LinYuzhe,female,19970520,2017,2018,hangzhou,baidu,officer,13650874072,pkzn6@sina.com,yrskm2n14t18,
WuYuze,male,19980609,2015,2019,shanghai,apple,trader,15029040833,uhdxpb@126.net,0x6k9rncg6fr,
XuXiaofeng,male,19980105,2016,2011,shanghai,adobe,designer,13786944950,x3epa00@outlook.com,dzvgvgl16,
LiuZichen,male,19980107,2016,2011,fuzhou,meituan,editor,13758539843,zz1za@gmail.com,9d4hbhn6l,
MaYing,male,19971004,2015,2011,shijiazhuang,baidu,designer,15852184694,zwauz@hotmail.com,xc1h3rqs,
GuQiang,male,19981223,2017,2019,shijiazhuang,xdf,trader,13667775121,crbm@qq.com,mqrrl363dus,
XuZeyu,female,19980615,2017,2011,nanchang,meituan,editor,15330955829,50g0@yahoo.com,rz3auajma9k5,
QinXiaoming,male,19980404,2017,2019,zhengzhou,alibaba,designer,13950287365,b2xikv@sohu.com,s1510f3vpwl9,
LiHaishan,female,19970427,2017,2018,guangzhou,xdf,manager,13464975165,msircp@msn.com,g2moiswmym56,
CaoYue,female,19980715,2017,2019,nanchang,xdf,editor,13954943710,0wc1@gmail.com,mr75ypm9,
GuJun,male,19970527,2015,2018,taiyuan,alibaba,designer,15231994566,nfxqbhj@outlook.com,8bkdhyyc3b7,
ShenBao,male,19980505,2015,2019,guangzhou,douyin,engineer,15313122906,s6z9x@ask.com,o1odoa3lpe,
MaoLiyao,female,19971002,2016,2019,hongkong,google,trader,13230569526,gky629@qq.com,s6w29p3g64r2,
GuYouran,female,19970315,2015,2011,hongkong,xdf,anaylst,15548357607,euy@gmail.com,s998f3f4r79,
HanXinran,female,19970613,2017,2019,hangzhou,alibaba,editor,15901247228,1fhj@live.com,tut3tuvovl,
CaoYuzhe,female,19981224,2017,2011,xiamen,alibaba,editor,15934160886,ner0@sina.com,44y99zjbh4w,
WuLiang,male,19981005,2017,2019,zhengzhou,tencent,designer,13000620839,uf2s8@gmail.com,mqf3j22966,
ZhugeHua,male,19980107,2017,2018,nanchang,adobe,engineer,15592531168,2d4h1j1@163.com,b3mycx1qh8w,
ChenZeyu,male,19980316,2016,2018,nanjing,douyin,engineer,15788619854,ltekfv@ask.com,tejiib7re,
YangLei,female,19980419,2015,2018,beijing,xdf,officer,13896226295,m36ld@126.net,khgyxgczo,
NiuBao,female,19980313,2017,2018,qingdao,microsoft,anaylst,15857512001,uj7oc8@gmail.com,3kftnmi1xnx5,
QuanDawei,female,19980309,2016,2011,beijing,baidu,engineer,13750178419,0gxyn@msn.com,mtp24bgqk2,
AiYue,male,19971028,2017,2018,zhengzhou,microsoft,editor,13998158806,4vv8lr@sohu.com,w30qzgqw,
SunXiaofeng,female,19980922,2017,2018,zhengzhou,xdf,anaylst,13417105141,wn6zl@live.com,06r4f07g0pc,
ZhenghongLei,female,19971204,2016,2018,xiamen,tencent,designer,13551511876,lry@yahoo.com,pup4o7goggx,
YuXingchen,female,19981218,2015,2018,hangzhou,douyin,anaylst,13753755507,tm3cz36@aol.com,k7edqhag2vt,
MengXinran,female,19970802,2015,2018,hongkong,douyin,developer,13994847168,zge5ko@outlook.com,l4yit3aye,
ZhaoXiaoyi,male,19971120,2016,2019,shijiazhuang,alibaba,manager,15736312414,bphye91@163.com,5z6291l4a,
AiYun,female,19980101,2016,2011,fuzhou,microsoft,engineer,13554012510,pns@msn.com,jv364pncb,
BaoYuchen,male,19970113,2015,2018,taiyuan,tencent,engineer,15111732023,nqbh7u@sohu.com,gdwzem37dla,
HanXiaohua,male,19971123,2016,2019,taiyuan,xdf,editor,15517347363,bbe@163.com,rgpd9dqy1hiz,
GuYuchen,male,19980926,2015,2019,shijiazhuang,tencent,engineer,13804529219,pba1e@ask.com,2wt41kgv3xp,
GaoYi,male,19980407,2016,2011,shanghai,apple,manager,13397300651,hir43ab@msn.com,8rwvdn3np21i,
WuYuchen,female,19980911,2015,2018,qingdao,baidu,developer,15955054735,u6inty@126.net,gfsqwucelup,
CaoXingchen,male,19980616,2016,2018,xiamen,tencent,engineer,13060563320,k7dc@126.net,4l8k16ywa,
ZhugeYue,female,19970109,2017,2019,xiamen,xdf,designer,13445067926,pwsxfwe@qq.com,m1eudac5,
MengLin,male,19971108,2017,2011,guangzhou,douyin,anaylst,15895449342,x3ofazf@ask.com,g745s0mty00p,
ChenLin,female,19971103,2015,2018,zhengzhou,google,trader,13222075425,af39lu@sohu.com,pfij9prtkvxi,
ChenZirui,male,19970627,2016,2019,zhengzhou,apple,manager,13478070497,yz1yht2@qq.com,fb4beid10jii,
JiangBao,female,19981019,2016,2018,fuzhou,baidu,officer,13564301143,fx3@126.net,7dsf15qlvqj,
ZhugeYun,male,19970606,2016,2019,hangzhou,douyin,officer,15693365622,z2wk@gmail.com,htnh6oc40,
CaoYun,male,19980814,2015,2019,xiamen,baidu,officer,13673746370,jxzoqv@sohu.com,n09qi89j,
QianHaishan,male,19970804,2015,2019,nanjing,tencent,manager,13482958717,90fe0iy@qq.com,j9tykle3cwrh,
ChenRui,male,19980603,2017,2011,qingdao,baidu,manager,15709722026,2iz6@msn.com,b7kq4qetnwq,
GuYue,male,19970707,2015,2018,guangzhou,apple,engineer,15614436798,pwgc@outlook.com,pin0ywwb,
LinHaishan,female,19980601,2015,2018,taiyuan,microsoft,developer,13790088048,9nct@yahoo.com,85g60v6n6bq,
ShenRanran,female,19980414,2017,2019,xiamen,adobe,designer,13391909350,vle7fir@gmail.com,ve7i5ugpt7vs,
LiuYuzhe,male,19970910,2017,2018,zhengzhou,adobe,anaylst,15090262672,7n3@live.com,h7s5koca5bl,
PingJun,male,19981026,2016,2018,taiyuan,microsoft,anaylst,15718033332,lw9@gmail.com,y7cb0u2d9,
LuYuhan,female,19980825,2017,2018,nanchang,baidu,engineer,13201759495,mqw@yahoo.com,33wijxw12,
CaoJun,female,19980911,2017,2019,guangzhou,baidu,manager,13122056324,o3g8@msn.com,noocik7p01v,
WuYouran,female,19970114,2016,2011,shanghai,microsoft,anaylst,15741901507,qnc3@outlook.com,0a1ob2b4ct,
DengYuxin,female,19970206,2015,2011,qingdao,tencent,officer,13015301919,t8k@gmail.com,gdgzxce0x,
ZhugeLiang,male,19980420,2015,2011,taiyuan,douyin,manager,15651201377,fbplsig@163.com,ynji5ogfy2t,
NiuRanran,male,19970827,2015,2018,zhengzhou,alibaba,trader,15855899470,jlqq@aol.com,c6b8a2jlyk,
QianYuxuan,male,19980206,2017,2011,zhengzhou,xdf,developer,13444950213,pjvt@126.net,0zv75qgum,
ZhengYuxuan,male,19980723,2016,2018,taiyuan,meituan,officer,15016291276,2v4@msn.com,5qdhgzd1l,
LvXiaofeng,male,19980520,2015,2011,fuzhou,douyin,editor,13903598775,zz5z4@live.com,oh1zagyj7x1,
ChengYuze,female,19981127,2015,2011,nanchang,adobe,designer,15514256443,tidh2np@sohu.com,grpe1hufxoc,
YangShiqi,male,19980526,2016,2019,zhengzhou,xdf,editor,13874867404,s97n@qq.com,vgvn0nabhpbl,
PingXiaoyi,male,19970504,2017,2019,hongkong,apple,engineer,13753944787,8qbhiws@qq.com,6nhm4m48,
QuanJuan,female,19971003,2016,2011,xiamen,xdf,developer,15187117249,r7en4fb@live.com,4cp5nflmcc3,
LiuYinuo,male,19971108,2015,2018,nanchang,xdf,manager,13523281186,o5b65@gmail.com,lyrgm5eu1c0,
QinZirui,male,19980922,2017,2019,beijing,tencent,designer,13083650869,tu3@aol.com,niqcqb2shy,
HanZirui,male,19980513,2015,2018,shijiazhuang,google,developer,13962668353,olpctp@ask.com,esxo9c1q,
YangYouran,female,19970901,2017,2019,hongkong,alibaba,manager,15874953100,j9361@sohu.com,gki54jpp06m,
CaoYinuo,male,19980109,2016,2011,guangzhou,adobe,designer,15755166414,ng4as6l@ask.com,mlxfc0v9u8az,
JiangYuchen,female,19980211,2016,2018,xiamen,xdf,developer,15253977306,3en@outlook.com,2ajc978jxg4t,
ChenXuan,female,19980123,2015,2018,taiyuan,adobe,anaylst,15935918738,trg@yahoo.com,7ciaa82j0,
ShenXuan,female,19970114,2015,2019,hongkong,xdf,designer,13586338705,kldgj@yahoo.com,fkn95w3iwfw,
QuanYuzhe,male,19980311,2016,2011,nanchang,alibaba,developer,13522492176,cc6fr5@yahoo.com,fu3ngiclzif,
GuYun,female,19970324,2016,2011,fuzhou,baidu,designer,15040168468,tpqep@126.net,55rvhgonmhk,
BaoXiaohua,male,19980707,2015,2019,fuzhou,google,developer,13418702623,w3azm9y@outlook.com,0bcvfnjp,
MaoLiang,male,19980810,2016,2011,qingdao,apple,officer,15528001507,rzpu@163.com,m5t8tm4wbqsb,
DengRanran,male,19970114,2016,2019,shanghai,apple,anaylst,13127020350,bws3ik6@163.com,o9gl414in5q6,
LinYuxin,female,19970809,2015,2011,fuzhou,apple,designer,15904612225,uum@ask.com,wretorjlm5m,
XuLiang,male,19980504,2017,2011,nanchang,microsoft,trader,15717140905,2k0kn@163.com,9597a8tlxuhq,
AiHaoyu,male,19970520,2015,2011,guangzhou,tencent,designer,15615782498,yn60@163.com,qmmmstqjsbi,
PangYuhan,female,19971206,2017,2018,hangzhou,microsoft,engineer,15912531882,m099@163.com,f7ft7c2qn,
YuHaishan,female,19980205,2015,2011,taiyuan,apple,developer,15168039073,lj1w2qa@ask.com,54l5eqd8a,
GuHui,male,19980610,2016,2019,xiamen,baidu,anaylst,13669961208,tugt8bb@live.com,tc1s5yjpjo,
ShenXinyi,male,19970318,2016,2019,nanchang,baidu,anaylst,13521746614,byk7sx@aol.com,ihzn941g,
YingLei,male,19980426,2016,2019,shanghai,microsoft,anaylst,15391729392,rhf@126.net,2fh655xl,
FengXuan,male,19980223,2016,2018,taiyuan,microsoft,designer,15179403327,01sv8@ask.com,xtqpli6fr,
FengYuchen,male,19970623,2016,2011,fuzhou,google,trader,13840334217,v7m7v@yahoo.com,3dz3vuf3,
MaXiaotong,male,19970107,2015,2019,guangzhou,xdf,trader,15048840640,x3mn@aol.com,c41zr3l68e,
GuYuhan,male,19971123,2016,2018,hangzhou,meituan,officer,13004300736,fwoar@outlook.com,z3cur5qpfw,
GuHua,female,19970711,2017,2018,guangzhou,tencent,officer,13017534097,wdf4q@ask.com,00ifophk7f5,
HanTianyu,male,19980409,2015,2011,fuzhou,tencent,engineer,13469203995,p33mi@126.net,52l0u9u8c,
ChengLei,female,19970924,2017,2019,qingdao,alibaba,manager,15883797664,481q7g6@gmail.com,wqp2s861,
SunTianyu,female,19980501,2015,2011,fuzhou,meituan,developer,13688665777,ooy@msn.com,xdqw5vwj3,
HuaXingchen,female,19970602,2016,2018,taiyuan,baidu,editor,15948369245,9ueh@sina.com,xcn6a5h0,
MaRanran,female,19970725,2015,2018,shanghai,adobe,officer,13333101099,ieljnhc@qq.com,wmswu9nk2,
LuZichen,female,19980808,2017,2019,xiamen,microsoft,designer,15623605476,3z786v@sohu.com,6x8i3ztw,
GuShiqi,female,19970709,2017,2011,shanghai,google,officer,13084056115,mhw43@aol.com,mpjz35jomqt0,
QianXingchen,male,19971128,2016,2011,hangzhou,microsoft,engineer,13860117574,qpk@msn.com,rtyh44ro,
NiuLin,female,19971022,2015,2011,zhengzhou,baidu,anaylst,13860592951,cqp@live.com,3773hns5,
GaoRui,male,19980726,2017,2011,zhengzhou,apple,trader,15338194352,wlr4w@sohu.com,x6loz9tz6wh,
ZhouYuzhe,female,19980901,2016,2018,shijiazhuang,baidu,manager,15691346954,dtk@sina.com,hb67dc7g,
XuJun,male,19970327,2016,2018,guangzhou,meituan,trader,13248760936,rln7gaz@163.com,w7xyl23lyho,
WuLiyao,male,19980407,2015,2019,nanchang,meituan,trader,13986207504,uhczhj6@ask.com,1vj7e9pw,
YuXinyi,female,19970220,2016,2019,guangzhou,baidu,designer,13736573195,hjy9@gmail.com,lp1no3u3tsz,
PangShuxia,male,19980915,2016,2018,shijiazhuang,tencent,engineer,13084130892,kst@gmail.com,eollcifc,
ZhengXuan,male,19980822,2017,2011,nanchang,douyin,anaylst,15390475428,xsnhq8@126.net,mhl1ihksdtc,
WuBao,female,19970316,2017,2011,hangzhou,douyin,manager,15729503511,m1sh@live.com,8repbyxb,
NiuRui,male,19970301,2016,2019,xiamen,alibaba,manager,13432403192,0gc@ask.com,9bf452cumol,
MengZimo,male,19981114,2015,2019,nanjing,baidu,trader,13790604473,1b0@aol.com,3m2ldszuf5,
YuHui,female,19970326,2016,2019,qingdao,alibaba,engineer,13192432209,6qum@gmail.com,gjb23hwyfa,
FengXiaoming,female,19981001,2017,2019,guangzhou,apple,anaylst,15728527167,iio84@163.com,fj4in19o080f,
DengXiaotong,female,19980802,2016,2019,nanjing,tencent,anaylst,15190204871,xh1@yahoo.com,lli4r9ofb,
FengYi,female,19971222,2017,2011,nanjing,adobe,designer,13685198685,im09@gmail.com,kgxfxe42d,
JiangLin,male,19971121,2016,2019,hangzhou,baidu,editor,13258895987,b29rt@ask.com,huibajms,
ZhugeYuchen,female,19971115,2017,2018,zhengzhou,adobe,anaylst,15816103123,qbyham@aol.com,1ac9gi2k,
ZhouYinuo,male,19980714,2017,2011,nanjing,tencent,developer,13972475112,w7s@gmail.com,9i264jzb1,
CaoBao,male,19980628,2017,2018,shijiazhuang,xdf,designer,13179896521,03p91zf@gmail.com,xy9she5b,
WuHaoran,male,19970904,2015,2011,fuzhou,google,developer,13079555356,a42@sina.com,9sgg379j7,
LiuYing,female,19981001,2015,2011,guangzhou,baidu,trader,15121440518,n9egs@126.net,5nosruh0,
GuShuxia,female,19980815,2017,2018,hangzhou,adobe,officer,15229819698,6fs7b@msn.com,knkyremw,
ZhengHui,male,19980301,2017,2018,hongkong,adobe,designer,15352284154,0f1c0@aol.com,hxe23b6wryy,
MengYi,male,19980113,2015,2011,zhengzhou,xdf,trader,13922027434,sbz@126.net,fov7bzu1,
YuYouran,female,19970822,2017,2011,shanghai,alibaba,designer,13241497561,58rr@msn.com,dto93noi,
JiangXinyi,female,19980414,2017,2018,zhengzhou,alibaba,anaylst,13159228712,v919l@outlook.com,0y0p615d,
ZhengHua,female,19981010,2016,2011,xiamen,meituan,developer,13642497501,ws6b@ask.com,v6xxvvrgh,
WangYinuo,male,19971123,2017,2011,taiyuan,microsoft,designer,15263805309,8vep0@outlook.com,4t1rau321vk,
JiangXuan,male,19981207,2017,2011,hongkong,xdf,anaylst,15528856858,1a1@126.net,dp04hhd9b6n,
XiahouXiaoming,male,19970725,2017,2011,qingdao,baidu,developer,13199961387,fyebffp@msn.com,1o1sqictuz,
MaLiyao,male,19980222,2017,2019,qingdao,tencent,editor,13820128509,pts@qq.com,ph9bo91uqf,
YingZeyu,female,19971209,2015,2011,fuzhou,apple,anaylst,13567458427,ryis4h9@sohu.com,tngc8n0xm,
ZhuDawei,male,19971119,2015,2019,hangzhou,meituan,editor,15009389333,lay@163.com,822egghbit,
FengHaoyu,female,19970224,2016,2018,guangzhou,douyin,anaylst,13973265236,pxmztn2@live.com,omdqw3et,
HanZimo,female,19980609,2015,2011,hangzhou,microsoft,developer,15574430494,o1il@qq.com,m6vkp9rdy68j,
QinZimo,female,19970909,2017,2011,qingdao,microsoft,engineer,15529236202,bi77yau@aol.com,gae9go34h6ko,
ChengShiqi,male,19970719,2015,2018,beijing,meituan,engineer,15037422142,momy@163.com,ki7duabq,
ShenQiang,female,19970111,2017,2011,nanchang,xdf,trader,15829346962,mobhfc@aol.com,7f6gjavk5,
LuShiqi,male,19971205,2015,2011,shanghai,microsoft,developer,13034599804,5kf@msn.com,8o1h3n6xl,
GuHaoran,female,19970801,2017,2018,hongkong,douyin,anaylst,15044296292,pmycnh@hotmail.com,481q3cleytua,
ChenHaoran,male,19981120,2015,2018,nanchang,google,anaylst,13513563972,2zh1b3@live.com,oxrjew1xz,
XiahouYuxuan,male,19970613,2016,2011,guangzhou,douyin,developer,15785180608,gyj0eft@ask.com,za0xlifrrm4,
AiKexin,female,19980723,2015,2011,shanghai,adobe,officer,15118928850,ydc@sina.com,hvvmipym,
XuXiaoyi,female,19980114,2016,2019,nanchang,baidu,developer,15928430004,g0dsp8t@yahoo.com,ratu4i0u,
YuYichen,female,19980102,2015,2018,hongkong,adobe,officer,13467323185,gur3@gmail.com,r5excarnvls,
QianXiu,female,19971014,2015,2019,beijing,adobe,developer,13454386298,1ai@ask.com,dd7vp664,
LvHaoran,male,19980720,2015,2018,hongkong,adobe,editor,15514966976,ux7@outlook.com,brcux1ptx1ea,
LinXinyi,male,19970706,2017,2011,nanjing,douyin,engineer,13303856474,374dx5@gmail.com,t6717hv3,
ZhouHaoran,female,19981110,2015,2018,qingdao,microsoft,officer,13805400568,6q2@hotmail.com,8b9xz4fliyb,
ZhenghongShuxia,female,19970721,2016,2019,nanjing,google,officer,15228620364,g9sjvke@live.com,c0h93oknf0qq,
LvZimo,male,19981006,2017,2019,zhengzhou,xdf,anaylst,13430571143,f2a5@126.net,io1mkuy8,
MaoXiaofeng,female,19970411,2016,2018,hangzhou,apple,designer,13574356886,0gnq6i3@gmail.com,jyecf5xq242,
QianYuhan,female,19971218,2016,2011,qingdao,adobe,officer,15711738630,u7o95@163.com,so9vjeqbunmb,
HuaHaoyu,female,19970102,2015,2018,xiamen,tencent,anaylst,13871432584,dtclj@163.com,shfdbbxa,
GaoXiaohua,male,19981016,2017,2018,zhengzhou,tencent,engineer,13092357073,ahghkmn@hotmail.com,l4kuzatn,
QianLiang,female,19981126,2015,2018,nanchang,meituan,editor,15041524109,iuu@ask.com,2riza295bf,
ZhouYuxin,male,19970323,2015,2019,xiamen,douyin,manager,13486925729,gud1bp@yahoo.com,fqbzerwi3k7,
FengZeyu,male,19970802,2017,2011,nanchang,google,anaylst,13583162035,ik4mr@sina.com,lpo348ypqzz,
PangLei,male,19970524,2017,2019,hangzhou,google,editor,13288644423,fn4jqg@126.net,vjwnghrvsa6,
JiangQiang,male,19980821,2017,2018,fuzhou,xdf,developer,15559819770,0red@qq.com,fb1e9xs68,
YuTianyu,male,19970911,2015,2018,hongkong,apple,manager,15611983046,b6wj@sohu.com,53f8btxq9m5,
ChengLin,female,19970221,2017,2011,shijiazhuang,tencent,officer,13212886922,4nlozax@gmail.com,mpt9x4a0xe,
ZhuZimo,male,19970902,2017,2018,shanghai,douyin,designer,13449533019,r69@live.com,mwzr99un6,
YingLin,male,19981120,2017,2011,beijing,meituan,officer,15105437016,mtvbi3h@msn.com,9qiy0s6dsi,
